,filename,discrete_pauses,actual_pauses
0,426,"['strong', 'x-strong', 'x-strong', 'x-strong', 'strong', 'strong', 'x-strong', 'strong', 'x-strong', 'strong', 'x-strong', 'x-strong', 'strong']","[0.16000000000000014, 0.8900000000000006, 0.20000000000000107, 0.8599999999999994, 0.08999999999999986, 0.09999999999999964, 0.8800000000000026, 0.07000000000000028, 0.860000000000003, 0.15000000000000213, 0.9100000000000001, 0.8500000000000014, 0.07000000000000028]"
0,427,"['strong', 'strong', 'x-strong', 'strong', 'strong', 'x-strong', 'strong', 'x-strong', 'x-strong', 'medium-p', 'x-strong', 'x-strong']","[0.15999999999999992, 0.8499999999999996, 0.9299999999999997, 0.08999999999999986, 0.15000000000000036, 0.870000000000001, 0.14000000000000057, 0.879999999999999, 0.860000000000003, 0.06999999999999673, 0.9200000000000017, 0.8900000000000006]"
0,429,"['strong', 'x-strong', 'strong', 'x-strong', 'x-strong', 'strong', 'x-strong', 'x-strong', 'x-strong', 'x-strong', 'x-strong', 'strong', 'x-strong', 'x-strong', 'x-strong', 'x-strong', 'x-strong', 'strong', 'strong']","[0.07999999999999985, 0.9100000000000001, 0.11999999999999922, 0.8800000000000008, 0.8900000000000006, 0.05999999999999872, 0.8900000000000006, 0.8800000000000026, 0.8999999999999986, 0.8800000000000026, 0.8899999999999935, 0.07000000000000028, 0.8899999999999935, 0.8900000000000006, 0.1700000000000017, 0.8799999999999955, 0.8900000000000006, 0.060000000000002274, 0.05999999999998806]"
0,430,"['x-strong', 'medium-p', 'x-strong', 'strong', 'strong', 'strong', 'x-strong', 'x-strong', 'strong', 'x-strong']","[0.8899999999999997, 0.06000000000000005, 0.8599999999999994, 0.17999999999999972, 0.13000000000000078, 0.16000000000000014, 0.8900000000000006, 0.879999999999999, 0.17999999999999972, 0.8900000000000006]"
0,431,"['strong', 'medium-p', 'x-strong', 'strong', 'x-strong', 'x-strong', 'x-strong', 'x-strong', 'x-strong', 'strong']","[0.050000000000000266, 0.029999999999999805, 0.8799999999999999, 0.09999999999999964, 0.9000000000000004, 0.8699999999999992, 0.879999999999999, 0.8599999999999994, 0.8800000000000026, 0.12000000000000455]"
0,432,"['x-strong', 'strong', 'strong', 'x-strong', 'x-strong', 'x-strong', 'x-strong', 'x-strong', 'x-strong', 'weak']","[0.8699999999999997, 0.839999999999999, 0.8599999999999994, 0.8800000000000008, 0.8699999999999974, 0.8800000000000026, 0.860000000000003, 0.9299999999999997, 0.8799999999999955, 0.01999999999999602]"
0,433,"['weak', 'medium-p', 'x-strong', 'strong', 'x-strong', 'strong', 'x-strong', 'strong', 'medium-p', 'weak', 'x-strong', 'x-strong', 'strong', 'strong', 'medium-p', 'strong', 'x-strong', 'weak', 'x-strong', 'x-strong', 'x-weak', 'medium-p', 'medium-p']","[0.040000000000000036, 0.09000000000000008, 0.8799999999999999, 0.3100000000000005, 0.8899999999999988, 0.35999999999999943, 0.879999999999999, 0.870000000000001, 0.08000000000000185, 0.05000000000000071, 0.9100000000000001, 0.8900000000000006, 0.28000000000000114, 0.8599999999999994, 0.05999999999999872, 0.15000000000000568, 0.9200000000000017, 0.05000000000000426, 0.8999999999999986, 0.8800000000000026, 0.02999999999999403, 0.05999999999999517, 0.09000000000000341]"
0,434,"['x-strong', 'x-strong', 'x-strong', 'strong', 'x-strong', 'x-strong', 'x-strong', 'strong', 'x-strong', 'x-strong', 'x-strong', 'strong', 'x-strong', 'strong', 'x-strong', 'strong', 'x-strong']","[0.8800000000000001, 0.9000000000000004, 0.870000000000001, 0.14000000000000057, 0.16000000000000014, 0.46000000000000085, 0.8900000000000006, 0.08999999999999986, 0.9000000000000021, 0.8999999999999986, 0.9299999999999997, 0.0799999999999983, 0.8999999999999986, 0.1599999999999966, 0.8599999999999994, 0.10999999999999943, 0.9100000000000108]"
0,435,"['medium-p', 'weak', 'strong', 'weak', 'weak', 'x-strong', 'medium-p', 'x-strong', 'weak', 'strong', 'x-strong', 'medium-p', 'medium-p', 'x-strong', 'weak', 'medium-p', 'x-strong', 'medium-p', 'x-strong', 'strong', 'strong', 'x-strong', 'strong', 'x-strong', 'strong']","[0.10000000000000009, 0.06999999999999984, 0.8500000000000005, 0.07000000000000028, 0.07000000000000028, 0.870000000000001, 0.08999999999999986, 0.8899999999999988, 0.05999999999999872, 0.16000000000000014, 0.8699999999999974, 0.09999999999999787, 0.120000000000001, 0.9000000000000021, 0.05000000000000071, 0.08999999999999986, 0.9299999999999997, 0.0899999999999963, 1.009999999999998, 0.8400000000000034, 0.14000000000000057, 0.8599999999999994, 0.14999999999999858, 0.8599999999999994, 0.12999999999999545]"
0,436,"['x-strong', 'strong', 'medium-p', 'strong', 'strong', 'x-strong', 'strong', 'x-strong', 'x-strong', 'strong', 'x-strong']","[0.8900000000000001, 0.8500000000000005, 0.0600000000000005, 0.07000000000000028, 0.08999999999999986, 0.8800000000000008, 0.8599999999999994, 0.8800000000000026, 0.9000000000000021, 0.8699999999999974, 0.8800000000000026]"
0,438,"['strong', 'x-strong', 'medium-p', 'strong', 'x-strong', 'strong', 'strong', 'strong', 'x-strong', 'x-strong', 'x-strong', 'x-strong', 'x-strong', 'strong', 'strong', 'x-strong', 'x-strong', 'x-strong', 'strong', 'x-strong', 'strong']","[0.1599999999999997, 0.8799999999999999, 0.03000000000000025, 0.049999999999998934, 0.9100000000000001, 0.05000000000000071, 0.07000000000000028, 0.14999999999999858, 0.879999999999999, 0.8900000000000006, 0.889999999999997, 0.879999999999999, 0.8800000000000026, 0.09000000000000341, 0.10999999999999943, 0.8900000000000006, 0.8699999999999974, 0.9099999999999966, 0.0899999999999963, 0.8999999999999986, 0.14999999999999858]"
0,439,"['strong', 'x-strong', 'strong', 'x-strong', 'x-strong', 'x-strong', 'x-strong', 'strong', 'strong', 'x-strong', 'x-strong', 'x-strong', 'x-strong', 'x-strong', 'medium-p', 'strong', 'x-strong', 'strong', 'x-strong', 'medium-p', 'x-strong', 'medium-p', 'strong', 'x-strong', 'x-strong', 'x-strong', 'x-strong']","[0.16000000000000014, 0.8700000000000001, 0.16999999999999993, 0.8499999999999996, 0.20000000000000284, 0.879999999999999, 0.9200000000000017, 0.0799999999999983, 0.14999999999999858, 0.8999999999999986, 0.17999999999999972, 0.8700000000000045, 0.8799999999999955, 0.8900000000000006, 0.04999999999999716, 0.10999999999999943, 0.8699999999999974, 0.14999999999999858, 0.9299999999999997, 0.04999999999999716, 0.8999999999999915, 0.04999999999999716, 0.11999999999999034, 0.8999999999999915, 0.8900000000000006, 0.20999999999999375, 0.8700000000000045]"
0,440,"['strong', 'x-strong', 'strong', 'x-strong', 'medium-p', 'x-strong', 'strong', 'strong', 'x-strong', 'medium-p', 'x-strong']","[0.1599999999999997, 0.8800000000000008, 0.1200000000000001, 0.8999999999999986, 0.09000000000000163, 0.8600000000000012, 0.120000000000001, 0.14999999999999858, 0.9299999999999997, 0.07000000000000028, 0.1700000000000017]"
0,441,"['strong', 'x-strong', 'strong', 'x-strong', 'x-strong', 'x-strong', 'strong', 'strong', 'x-strong', 'x-strong', 'strong', 'strong', 'x-strong', 'x-strong', 'x-strong', 'x-weak', 'x-strong', 'x-strong', 'x-strong', 'strong']","[0.14000000000000012, 0.8799999999999999, 0.17999999999999972, 0.8900000000000006, 0.879999999999999, 0.870000000000001, 0.14999999999999858, 0.07000000000000028, 0.879999999999999, 0.9099999999999966, 0.07000000000000028, 0.0799999999999983, 0.8900000000000006, 0.8799999999999955, 0.9200000000000017, 0.01999999999999602, 0.8599999999999994, 0.8800000000000097, 0.9000000000000057, 0.05000000000001137]"
0,442,"['x-strong', 'x-strong', 'x-strong', 'strong', 'strong', 'strong', 'strong', 'x-strong', 'x-strong', 'strong', 'x-strong', 'strong', 'strong', 'x-strong', 'strong', 'x-strong', 'x-strong', 'strong', 'x-strong', 'strong', 'x-strong', 'strong', 'strong', 'x-strong', 'strong', 'x-strong']","[0.8900000000000006, 0.9000000000000004, 0.8800000000000008, 0.870000000000001, 0.05999999999999872, 0.05999999999999872, 0.08999999999999986, 0.8900000000000006, 0.8999999999999986, 0.05999999999999872, 0.9100000000000037, 0.07000000000000028, 0.10999999999999943, 0.9000000000000057, 0.10999999999999943, 0.8800000000000026, 0.8799999999999955, 0.1700000000000017, 0.8999999999999986, 0.13000000000000256, 0.8900000000000006, 0.0799999999999983, 0.1700000000000017, 0.8700000000000045, 0.05000000000001137, 0.8799999999999955]"
0,443,"['x-strong', 'x-strong', 'medium-p', 'strong', 'medium-p', 'strong', 'x-strong', 'medium-p', 'strong', 'x-strong', 'x-strong', 'strong', 'x-strong', 'strong', 'x-strong', 'medium-p', 'x-strong', 'x-strong', 'medium-p', 'x-strong', 'x-strong', 'x-strong', 'strong', 'x-strong']","[0.8999999999999999, 0.9000000000000004, 0.05999999999999961, 0.8599999999999994, 0.03999999999999915, 0.10999999999999943, 0.8900000000000006, 0.060000000000002274, 0.08000000000000185, 0.9100000000000001, 0.879999999999999, 0.10999999999999943, 0.8800000000000026, 0.0799999999999983, 0.8800000000000026, 0.060000000000002274, 0.9200000000000017, 0.8800000000000026, 0.07000000000000028, 0.8800000000000026, 0.9299999999999997, 0.8799999999999955, 0.14000000000000057, 0.8900000000000006]"
0,444,"['medium-p', 'x-strong', 'medium-p', 'strong', 'strong', 'x-strong', 'weak', 'x-strong', 'x-strong', 'medium-p', 'strong', 'strong', 'x-strong', 'medium-p', 'x-strong', 'x-strong', 'medium-p', 'strong', 'medium-p', 'strong', 'strong']","[0.08000000000000007, 0.8899999999999997, 0.0699999999999994, 0.8799999999999999, 0.16000000000000014, 0.9000000000000004, 0.03999999999999915, 0.8900000000000006, 0.9000000000000021, 0.05999999999999872, 0.870000000000001, 0.16000000000000014, 0.8900000000000006, 0.0799999999999983, 0.8999999999999986, 0.9200000000000017, 0.04999999999999716, 0.8699999999999974, 0.04999999999999716, 0.13000000000000256, 0.12999999999999545]"
0,445,"['x-strong', 'strong', 'strong', 'weak', 'strong', 'x-strong', 'medium-p', 'medium-p', 'strong', 'x-strong', 'x-strong']","[0.8900000000000001, 0.08999999999999986, 0.8699999999999992, 0.049999999999998934, 0.08999999999999986, 0.870000000000001, 0.060000000000002274, 0.0799999999999983, 0.13999999999999702, 0.889999999999997, 0.8999999999999986]"
0,446,"['x-strong', 'x-strong', 'medium-p', 'strong', 'strong', 'strong', 'x-strong', 'x-strong', 'strong']","[0.9000000000000004, 0.870000000000001, 0.0600000000000005, 0.8599999999999994, 0.09000000000000163, 0.14999999999999858, 0.8699999999999974, 0.879999999999999, 0.11999999999999744]"
0,447,"['x-strong', 'x-strong', 'x-strong', 'strong', 'x-strong', 'strong', 'x-strong', 'x-strong', 'strong', 'strong', 'strong', 'x-strong', 'medium-p', 'x-strong', 'medium-p', 'strong', 'strong', 'x-strong', 'strong', 'x-strong', 'x-strong', 'strong', 'x-strong', 'x-strong', 'x-strong', 'strong', 'strong', 'x-strong']","[0.9000000000000004, 0.17999999999999972, 0.8900000000000006, 0.10999999999999943, 0.870000000000001, 0.0799999999999983, 0.889999999999997, 0.8900000000000006, 0.0799999999999983, 0.12000000000000455, 0.10999999999999943, 0.8999999999999986, 0.05999999999999517, 0.9099999999999966, 0.05999999999999517, 0.12000000000000455, 0.13000000000000256, 0.9100000000000037, 0.0899999999999963, 0.9199999999999946, 0.8700000000000045, 0.10999999999999943, 0.9000000000000057, 0.18000000000000682, 0.9099999999999966, 0.0799999999999983, 0.09000000000000341, 0.8999999999999915]"
0,448,"['strong', 'x-strong', 'x-strong', 'x-strong', 'x-strong', 'x-strong', 'strong', 'strong', 'strong', 'x-strong', 'strong', 'x-strong', 'medium-p', 'strong']","[0.13999999999999968, 0.8599999999999994, 0.1899999999999995, 0.870000000000001, 0.16999999999999993, 0.9000000000000021, 0.14000000000000057, 0.07000000000000028, 0.10999999999999943, 0.8900000000000006, 0.10000000000000142, 0.9299999999999997, 0.04999999999999716, 0.14000000000000057]"
0,449,"['x-strong', 'x-strong', 'strong', 'strong', 'x-strong', 'strong', 'strong', 'x-strong', 'x-strong', 'strong', 'x-strong', 'strong', 'x-strong', 'medium-p', 'strong', 'x-strong', 'medium-p', 'x-strong', 'medium-p', 'strong', 'x-strong', 'strong', 'strong', 'x-strong']","[0.8699999999999999, 0.9000000000000004, 0.1899999999999995, 0.120000000000001, 0.9000000000000004, 0.860000000000003, 0.16000000000000014, 0.879999999999999, 0.8699999999999974, 0.8599999999999994, 0.8800000000000026, 0.14999999999999858, 0.9099999999999966, 0.10000000000000142, 0.13000000000000256, 0.9100000000000037, 0.09000000000000341, 0.8800000000000026, 0.09000000000000341, 0.14000000000000057, 0.8799999999999955, 0.14000000000000057, 0.8599999999999994, 0.8800000000000097]"
0,450,"['x-strong', 'medium-p', 'x-strong', 'strong', 'x-strong', 'x-strong', 'strong', 'strong', 'x-strong', 'medium-p', 'x-strong', 'x-strong', 'strong', 'x-strong', 'x-weak', 'medium-p', 'x-strong', 'x-strong', 'medium-p', 'x-strong', 'strong', 'x-strong', 'x-strong', 'medium-p', 'medium-p', 'strong', 'strong', 'medium-p']","[0.8700000000000001, 0.05999999999999961, 0.8699999999999992, 0.10000000000000142, 0.9000000000000004, 0.870000000000001, 0.14999999999999858, 0.08000000000000185, 0.879999999999999, 0.07000000000000028, 0.9200000000000017, 0.8599999999999994, 0.28999999999999915, 0.8899999999999935, 0.010000000000005116, 0.05999999999999517, 0.9099999999999966, 0.8900000000000006, 0.04999999999999716, 0.8799999999999955, 0.0899999999999963, 0.8900000000000006, 0.8900000000000006, 0.060000000000002274, 0.0799999999999983, 0.8500000000000085, 0.8500000000000085, 0.06999999999999318]"
0,451,"['x-strong', 'strong', 'strong', 'x-strong', 'strong', 'x-strong', 'strong', 'x-strong', 'x-strong']","[0.8699999999999997, 0.08000000000000007, 0.15000000000000036, 0.8900000000000006, 0.8699999999999992, 0.8900000000000006, 0.860000000000003, 0.9000000000000021, 0.9199999999999982]"
0,452,"['strong', 'strong', 'medium-p', 'strong', 'x-strong', 'strong', 'x-strong', 'strong', 'x-strong', 'x-strong', 'x-strong', 'x-strong', 'x-strong', 'strong', 'strong', 'strong', 'x-strong', 'x-strong', 'x-strong', 'strong', 'x-strong', 'x-strong']","[0.8399999999999999, 0.08999999999999986, 0.05999999999999961, 0.09999999999999964, 0.8600000000000012, 0.08000000000000007, 0.870000000000001, 0.11000000000000298, 0.8800000000000026, 0.870000000000001, 0.8599999999999994, 0.8699999999999974, 0.9000000000000057, 0.8500000000000014, 0.14000000000000057, 0.14999999999999858, 0.8800000000000026, 0.9200000000000017, 0.8599999999999994, 0.12999999999999545, 0.8699999999999903, 0.8500000000000085]"
0,454,"['x-strong', 'x-strong', 'medium-p', 'x-strong', 'strong', 'x-strong', 'x-strong', 'strong', 'x-strong', 'x-strong', 'strong', 'x-strong', 'x-strong', 'strong', 'strong', 'x-strong', 'x-strong', 'x-strong', 'strong', 'x-strong']","[0.8699999999999999, 0.8700000000000001, 0.040000000000000924, 0.9100000000000001, 0.129999999999999, 0.14999999999999858, 0.8800000000000026, 0.07000000000000028, 0.8599999999999994, 0.8999999999999986, 0.10999999999999943, 0.9299999999999997, 0.1700000000000017, 0.10000000000000142, 0.0899999999999963, 0.8900000000000006, 0.8800000000000026, 0.8900000000000006, 0.11999999999999034, 0.9200000000000017]"
0,455,"['strong', 'x-strong', 'strong', 'x-strong', 'strong', 'x-strong', 'x-strong', 'x-strong', 'strong', 'x-strong']","[0.16000000000000014, 0.8899999999999997, 0.08000000000000007, 0.9100000000000001, 0.14000000000000057, 0.9299999999999997, 0.25, 0.9100000000000001, 0.14000000000000057, 0.8999999999999986]"
0,456,"['x-strong', 'strong', 'x-strong', 'strong', 'medium-p', 'x-strong', 'strong', 'x-strong', 'x-strong', 'x-strong', 'weak', 'strong', 'medium-p', 'strong', 'weak', 'strong', 'x-strong']","[0.8800000000000003, 0.15000000000000036, 0.879999999999999, 0.8699999999999992, 0.09000000000000163, 0.9100000000000001, 0.1700000000000017, 0.8900000000000006, 0.8800000000000026, 0.879999999999999, 0.05999999999999517, 0.8599999999999994, 0.07000000000000028, 0.8599999999999994, 0.03999999999999915, 0.13000000000000256, 1.1599999999999966]"
0,457,"['x-strong', 'x-strong', 'medium-p', 'strong', 'x-strong', 'x-strong', 'x-strong', 'strong', 'x-strong', 'strong', 'strong', 'strong', 'strong', 'strong', 'strong', 'x-strong', 'x-strong', 'x-strong', 'x-strong', 'x-strong', 'strong', 'strong']","[0.8800000000000001, 0.9000000000000004, 0.05999999999999872, 0.8699999999999992, 0.8800000000000008, 0.8800000000000026, 0.879999999999999, 0.08999999999999986, 0.879999999999999, 0.8699999999999974, 0.23000000000000398, 0.8700000000000045, 0.0799999999999983, 0.8700000000000045, 0.1699999999999946, 0.8900000000000006, 0.8999999999999986, 0.9099999999999966, 0.9100000000000037, 0.9299999999999926, 0.8699999999999903, 0.8700000000000045]"
0,458,"['x-strong', 'strong', 'medium-p', 'medium-p', 'x-strong', 'medium-p', 'x-strong', 'strong', 'x-strong', 'medium-p', 'medium-p', 'x-strong', 'x-strong', 'strong', 'x-strong', 'x-strong', 'strong', 'x-strong', 'strong', 'strong', 'x-strong', 'strong', 'strong']","[0.8699999999999997, 0.14000000000000057, 0.049999999999998934, 0.08000000000000007, 0.8699999999999992, 0.08000000000000007, 0.870000000000001, 0.14000000000000057, 0.870000000000001, 0.05000000000000071, 0.0799999999999983, 0.8599999999999994, 0.860000000000003, 0.08000000000000185, 0.8799999999999955, 0.8900000000000006, 0.1599999999999966, 0.9099999999999966, 0.10999999999999943, 0.09000000000000341, 0.8800000000000026, 0.0800000000000054, 0.09000000000000341]"
0,459,"['medium-p', 'x-strong', 'x-strong', 'x-strong', 'medium-p', 'x-strong', 'strong', 'x-strong', 'strong', 'strong', 'x-strong', 'strong', 'x-strong', 'strong', 'x-strong']","[0.07000000000000006, 0.9000000000000004, 0.9100000000000001, 0.860000000000003, 0.05000000000000071, 0.17999999999999972, 0.10999999999999943, 0.8999999999999986, 0.0799999999999983, 0.1600000000000037, 0.8900000000000006, 0.1700000000000017, 0.9300000000000068, 0.07000000000000028, 0.8900000000000006]"
0,460,"['strong', 'x-strong', 'x-strong', 'x-strong', 'x-strong', 'strong', 'x-strong', 'strong', 'strong', 'x-strong', 'strong']","[0.14000000000000012, 0.8799999999999999, 0.870000000000001, 0.8800000000000008, 0.879999999999999, 0.18999999999999773, 0.870000000000001, 0.14999999999999858, 0.1599999999999966, 0.8900000000000006, 0.12999999999999545]"
